<<<<<<< HEAD
[2025-04-04 23:46:05,776]:  User admin logged in
[2025-04-15 19:48:08,554]:  User 'admin' logged in
[2025-04-15 19:59:23,250]:  User 'admin' logged in
[2025-04-15 20:03:10,218]:  User 'admin' logged in
[2025-04-15 20:06:07,737]:  User 'admin' logged in
[2025-04-15 20:07:46,403]:  User 'admin' logged in
[2025-04-15 20:13:57,625]:  User 'hsw' logged in
[2025-04-15 20:14:27,457]:  User 'sw' logged in
[2025-04-15 20:15:03,775]:  User 'admin' logged in
[2025-04-15 20:15:38,070]:  User 'hsw' logged in
[2025-04-15 20:16:17,906]:  User 'admin' logged in
[2025-04-15 20:17:23,200]:  User 'admin' logged in
[2025-04-15 20:18:44,277]:  User 'admin' logged in
[2025-04-15 20:19:18,702]:  User 'sw' logged in
[2025-04-15 20:19:36,608]:  User 'admin' logged in
[2025-04-15 20:22:11,246]:  User 'admin' logged in
[2025-04-15 20:23:26,025]:  User 'hsw' logged in
[2025-04-15 20:23:39,056]:  User 'sw' logged in
[2025-04-15 20:30:36,133]:  User 'admin' logged in
[2025-04-15 20:33:46,234]:  User 'admin' logged in
[2025-04-15 20:35:45,533]:  User 'admin' logged in
[2025-04-15 20:42:39,491]:  User 'admin' logged in
[2025-04-15 20:43:17,591]:  User: 'admin' updated item: 1/2 Lock Washer
[2025-04-15 20:43:54,408]:  User 'admin' logged in
[2025-04-15 20:44:05,973]:  User: 'admin' updated item: SM Self Locking Retaining Ring
[2025-04-15 20:46:27,770]:  User 'admin' logged in
[2025-04-15 20:46:35,409]:  User: 'admin' updated item: SM Self Locking Retaining Ring
[2025-04-15 20:49:06,631]:  User 'admin' logged in
[2025-04-15 20:49:12,833]:  User: 'admin' updated item: LG Self Locking Retaining Ring
[2025-04-15 20:50:06,767]:  User: 'admin' updated item: LG Self Locking Retaining Ring
[2025-04-15 20:53:43,968]:  User 'admin' logged in
[2025-04-15 20:53:55,692]:  User: 'admin' updated item: SM Self Locking Retaining Ring
[2025-04-15 20:55:21,420]:  User: 'admin' updated item: SM Self Locking Retaining Ring
[2025-04-15 20:56:33,253]:  User 'admin' logged in
[2025-04-15 21:01:42,364]:  User 'admin' logged in
[2025-04-15 21:05:55,919]:  User 'admin' logged in
[2025-04-15 21:13:40,750]:  User 'admin' logged in
[2025-04-15 21:21:01,002]:  User 'admin' added item with name: t, size: d, is_metric: True, num: 0, threshold: 0, loc_shelf: 2, loc_rack: 3, loc_box: d, loc_row: v, loc_col: d, loc_depth: s
[2025-04-15 21:21:14,573]:  User 'admin' added item with name: t, size: d, is_metric: True, num: 0, threshold: 0, loc_shelf: 2, loc_rack: 3, loc_box: d, loc_row: v, loc_col: d, loc_depth: s
[2025-04-15 21:30:24,935]:  User 'admin' added item with name: add, size: add, is_metric: True, num: 0, threshold: 0, loc_shelf: add, loc_rack: add, loc_box: add, loc_row: add, loc_col: add, loc_depth: add
[2025-04-15 21:31:56,361]:  User 'admin' added item with name: add, size: add, is_metric: True, num: 0, threshold: 0, loc_shelf: add, loc_rack: add, loc_box: adda, loc_row: dd, loc_col: add, loc_depth: add
[2025-04-15 21:42:26,188]:  User 'admin' added item with name: add, size: add, is_metric: 1, num: 0, threshold: 0, loc_shelf: this, loc_rack: silly , loc_box: little, loc_row: item, loc_col: please, loc_depth: ?!?!?!?!?!
[2025-04-15 21:46:40,709]:  User: 'admin' updated item: SM Self Locking Retaining Ring
[2025-04-15 21:57:54,854]:  User 'admin' logged in
[2025-04-15 22:00:46,683]:  User 'admin' added item with name: as, size: as, is_metric: 1, num: 0, threshold: 0, loc_shelf: as, loc_rack: as, loc_box: as, loc_row: as, loc_col: as, loc_depth: as
[2025-04-15 22:07:07,228]:  User 'admin' removed item with name: as, size: as, is_metric: False
[2025-04-15 22:18:22,212]:  User 'admin' logged in
[2025-04-15 16:31:27,713]:  User: 'admin' updated item: LG Self Locking Retaining Ring
[2025-04-15 16:45:04,730]:  User '{username}' incremented '{data['name']} {data['size']}' by {data['num']}
[2025-04-15 16:45:08,229]:  User '{username}' incremented '{data['name']} {data['size']}' by {data['num']}
[2025-04-15 16:45:08,805]:  User '{username}' incremented '{data['name']} {data['size']}' by {data['num']}
[2025-04-15 16:45:09,113]:  User '{username}' incremented '{data['name']} {data['size']}' by {data['num']}
[2025-04-15 16:50:56,210]:  User '{username}' incremented '{data['name']} {data['size']}' by {data['num']}
[2025-04-15 16:50:57,458]:  User 'admin' decremented 'Self Locking Retaining Ring SM' by 4
[2025-04-15 16:50:59,031]:  User 'admin' decremented 'Self Locking Retaining Ring LG' by 4
[2025-04-15 16:50:59,787]:  User 'admin' decremented 'Flat Washer 7/16' by 4
[2025-04-15 16:51:08,754]:  User 'admin' decremented 'Flat Washer 7/16' by 0
[2025-04-15 16:51:08,918]:  User 'admin' decremented 'Flat Washer 7/16' by 0
[2025-04-15 16:51:09,114]:  User 'admin' decremented 'Flat Washer 7/16' by 0
[2025-04-15 16:51:09,195]:  User 'admin' decremented 'Flat Washer 7/16' by 0
[2025-04-15 16:51:09,255]:  User 'admin' decremented 'Flat Washer 7/16' by 0
[2025-04-15 16:51:09,352]:  User 'admin' decremented 'Flat Washer 7/16' by 0
[2025-04-15 16:51:09,751]:  User 'admin' decremented 'Flat Washer 7/16' by 0
[2025-04-15 16:51:09,842]:  User 'admin' decremented 'Flat Washer 7/16' by 0
[2025-04-15 16:51:10,111]:  User 'admin' decremented 'Flat Washer 7/16' by 0
[2025-04-15 16:51:13,698]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:13,862]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:14,007]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:14,146]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:14,302]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:14,449]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:14,594]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:14,743]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:14,882]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:15,018]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:15,909]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:16,060]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:16,211]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:16,355]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:16,506]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:16,667]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:16,816]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:16,975]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:17,134]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:17,279]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:17,457]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:17,629]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:17,788]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:17,932]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 16:51:18,078]:  User 'admin' decremented 'Flat Washer 7/16' by 1000
[2025-04-15 22:52:56,345]:  User '{username}' incremented '{data['name']} {data['size']}' by {data['num']}
[2025-04-15 22:52:57,106]:  User 'admin' decremented 'Self Locking Retaining Ring SM' by 10
[2025-04-15 22:52:58,533]:  User '{username}' incremented '{data['name']} {data['size']}' by {data['num']}
[2025-04-15 22:52:59,236]:  User 'admin' decremented 'Self Locking Retaining Ring SM' by 10
[2025-04-16 11:32:03,733]:  User 'admin' logged in
[2025-04-16 11:32:15,661]:  User: 'admin' updated item: SML Self Locking Retaining Ring
[2025-04-17 12:17:06,110]:  User 'admin' logged in
[2025-04-17 16:22:09,751]:  User 'admin' added item with name: Test, size: Test, is_metric: 1, num: 0, threshold: 0, loc_shelf: 1, loc_rack: 1, loc_box: 1, loc_row: 1, loc_col: 1, loc_depth: 1
[2025-04-17 16:25:37,533]:  User: 'admin' updated item: Test Test1
[2025-04-17 16:26:02,555]:  User 'admin' removed item with name: Test1, size: Test, is_metric: False
[2025-04-17 16:26:14,400]:  User 'admin' removed item with name: Test, size: Test, is_metric: False
[2025-04-18 11:15:19,055]:  User: 'John' updated item: SM Self Locking Retaining Ring
[2025-04-18 12:07:04,431]:  User 'admin' logged in
[2025-04-20 09:11:48,208]:  User 'admin' added item with name: test, size: t, is_metric: 1, num: 0, threshold: 0, loc_shelf: , loc_rack: , loc_box: , loc_row: , loc_col: , loc_depth: 
[2025-04-20 09:12:00,163]:  User 'admin' removed item with name: test, size: t, is_metric: False
>>>>>>> 90ce0b77221402126aed2d572eb72dab783a611f
